country_name,region,risk_name,risk_short,year,age_name,sex,measure,nm_mean,nm_upper,nm_lower,pc_mean,pc_upper,pc_lower,rt_mean,rt_upper,rt_lower
Guatemala,Central Latin America,Unimproved sanitation,Sanitation,1990,0-6 days,Males,death,3.79938,9.29305,0.0815462,0.00189916,0.00471438,3.6226e-05,111.223,272.045,2.38718
Guatemala,Central Latin America,Ambient particulate matter pollution,Ambient PM pollution,1990,0-6 days,Males,death,2.38175,4.97295,0.860941,0.00118604,0.00249889,0.000417356,69.7234,145.578,25.2032
Guatemala,Central Latin America,Household air pollution from solid fuels,Household air pollution,1990,0-6 days,Males,death,22.2834,41.1829,10.6437,0.0111027,0.020714,0.00505308,652.324,1205.59,311.585
Guatemala,Central Latin America,Iron deficiency,Iron deficiency,1990,0-6 days,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,Central Latin America,Tobacco smoking,Smoking,1990,0-6 days,Males,death,8.10844,14.6557,3.60661,0.00404059,0.00740556,0.00176228,237.366,429.032,105.58
Guatemala,Central Latin America,Second-hand smoke,Second-hand smoke,1990,0-6 days,Males,death,8.10844,14.6557,3.60661,0.00404059,0.00740556,0.00176228,237.366,429.032,105.58
Guatemala,Central Latin America,Alcohol and drug use,Alcohol & drug use,1990,0-6 days,Males,death,0.415896,0.812481,0.207833,0.0002074,0.000415408,9.7313e-05,12.175,23.7846,6.08409
Guatemala,Central Latin America,Alcohol use,Alcohol use,1990,0-6 days,Males,death,0.259103,0.516207,0.11707,0.000129316,0.000266851,5.81141e-05,7.58499,15.1115,3.42712
Guatemala,Central Latin America,Drug use,Drug use,1990,0-6 days,Males,death,0.156793,0.449765,0.0296827,7.80838e-05,0.000222264,1.44344e-05,4.58997,13.1664,0.86893
Guatemala,Central Latin America,Unimproved water and sanitation,Water & sanitation,1990,7-27 days,Males,death,5.81022,13.6723,0.17564,0.00424814,0.00979849,0.00012757,57.2661,134.755,1.73112
Guatemala,Central Latin America,Unimproved water source,Unimproved water,1990,7-27 days,Males,death,1.89129,4.79439,0.0964942,0.00138179,0.00349973,7.04241e-05,18.6408,47.254,0.951056
Guatemala,Central Latin America,Unimproved sanitation,Sanitation,1990,7-27 days,Males,death,4.24141,10.3122,0.0764357,0.00310173,0.00758214,5.52929e-05,41.8038,101.638,0.753358
Guatemala,Central Latin America,Ambient particulate matter pollution,Ambient PM pollution,1990,7-27 days,Males,death,3.03354,6.09145,1.22712,0.0022152,0.00447965,0.000888165,29.8989,60.0379,12.0946
Guatemala,Central Latin America,Household air pollution from solid fuels,Household air pollution,1990,7-27 days,Males,death,28.4561,46.8848,14.2818,0.0207617,0.0336286,0.0106423,280.467,462.101,140.763
Guatemala,Central Latin America,Child and maternal undernutrition,Undernutrition,1990,7-27 days,Males,death,54.9288,86.4055,27.8785,0.0400993,0.0649443,0.020181,541.383,851.622,274.774
Guatemala,Central Latin America,Suboptimal breastfeeding,Suboptimal breastfeeding,1990,7-27 days,Males,death,54.9288,86.4055,27.8785,0.0400993,0.0649443,0.020181,541.383,851.622,274.774
Guatemala,Central Latin America,Iron deficiency,Iron deficiency,1990,7-27 days,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,Central Latin America,Tobacco smoking,Smoking,1990,7-27 days,Males,death,10.3336,17.5793,5.21578,0.0075435,0.0126567,0.00384013,101.849,173.263,51.4073
Guatemala,Central Latin America,Second-hand smoke,Second-hand smoke,1990,7-27 days,Males,death,10.3336,17.5793,5.21578,0.0075435,0.0126567,0.00384013,101.849,173.263,51.4073
Guatemala,Central Latin America,Alcohol and drug use,Alcohol & drug use,1990,7-27 days,Males,death,0.468636,0.993163,0.216189,0.000343283,0.000715703,0.000155261,4.61893,9.78872,2.13078
Guatemala,Central Latin America,Alcohol use,Alcohol use,1990,7-27 days,Males,death,0.183881,0.360036,0.0877023,0.000134564,0.000267016,6.34145e-05,1.81235,3.54855,0.864403
Guatemala,Central Latin America,Drug use,Drug use,1990,7-27 days,Males,death,0.284755,0.744295,0.0670401,0.000208719,0.000552756,4.76565e-05,2.80657,7.33585,0.660754
Guatemala,Central Latin America,Unimproved water and sanitation,Water & sanitation,1990,28-364 days,Males,death,348.923,760.357,14.4034,0.0568164,0.120616,0.00220996,220.585,480.688,9.10564
Guatemala,Central Latin America,Unimproved water source,Unimproved water,1990,28-364 days,Males,death,113.582,278.047,7.97677,0.0184756,0.0445818,0.00115147,71.8053,175.777,5.04281
Guatemala,Central Latin America,Unimproved sanitation,Sanitation,1990,28-364 days,Males,death,254.609,585.083,6.52418,0.0414828,0.0969675,0.000984088,160.961,369.882,4.12451
Guatemala,Central Latin America,Ambient particulate matter pollution,Ambient PM pollution,1990,28-364 days,Males,death,132.703,237.999,58.8207,0.0215529,0.0377726,0.0101629,83.8929,150.46,37.1857
Guatemala,Central Latin America,Household air pollution from solid fuels,Household air pollution,1990,28-364 days,Males,death,1239.82,1764.6,781.748,0.201366,0.272353,0.128111,783.8,1115.56,494.211
Guatemala,Central Latin America,Child and maternal undernutrition,Undernutrition,1990,28-364 days,Males,death,3494.03,4767.84,2543.01,0.56717,0.717233,0.419795,2208.88,3014.17,1607.66
Guatemala,Central Latin America,Suboptimal breastfeeding,Suboptimal breastfeeding,1990,28-364 days,Males,death,2335.09,3783.52,1231.3,0.378654,0.588921,0.207829,1476.22,2391.89,778.41
Guatemala,Central Latin America,Childhood underweight,Childhood underweight,1990,28-364 days,Males,death,2029.12,2679.72,1513.98,0.329601,0.411184,0.250689,1282.78,1694.08,957.116
Guatemala,Central Latin America,Iron deficiency,Iron deficiency,1990,28-364 days,Males,death,34.6433,56.0823,19.1376,0.00564499,0.00891647,0.00308971,21.901,35.4545,12.0986
Guatemala,Central Latin America,Vitamin A deficiency,Vitamin A deficiency,1990,28-364 days,Males,death,243.798,508.174,76.7229,0.0394938,0.0814629,0.0123604,154.126,321.261,48.5033
Guatemala,Central Latin America,Tobacco smoking,Smoking,1990,28-364 days,Males,death,448.573,637.03,287.897,0.0729408,0.101408,0.0468235,283.582,402.722,182.005
Guatemala,Central Latin America,Second-hand smoke,Second-hand smoke,1990,28-364 days,Males,death,448.573,637.03,287.897,0.0729408,0.101408,0.0468235,283.582,402.722,182.005
Guatemala,Central Latin America,Alcohol and drug use,Alcohol & drug use,1990,28-364 days,Males,death,4.49669,7.87524,2.30444,0.00074025,0.00135672,0.000336716,2.84275,4.97862,1.45684
Guatemala,Central Latin America,Alcohol use,Alcohol use,1990,28-364 days,Males,death,2.90983,4.62962,1.72539,0.000477133,0.000800363,0.000261707,1.83956,2.92679,1.09077
Guatemala,Central Latin America,Drug use,Drug use,1990,28-364 days,Males,death,1.58685,4.6356,0.126363,0.000263116,0.000767059,1.9344e-05,1.00319,2.93057,0.0798851
Guatemala,Central Latin America,Unimproved water and sanitation,Water & sanitation,1990,1-4 years,Males,death,413.403,904.378,13.9159,0.0766581,0.163004,0.00275847,65.3799,143.028,2.20081
Guatemala,Central Latin America,Unimproved water source,Unimproved water,1990,1-4 years,Males,death,134.071,324.533,7.43737,0.0248792,0.0571387,0.00123213,21.2034,51.3251,1.17622
Guatemala,Central Latin America,Unimproved sanitation,Sanitation,1990,1-4 years,Males,death,302.122,709.819,6.82915,0.0560071,0.126534,0.00130381,47.7807,112.258,1.08003
Guatemala,Central Latin America,Ambient particulate matter pollution,Ambient PM pollution,1990,1-4 years,Males,death,91.813,172.987,37.2474,0.0169525,0.0307582,0.00753813,14.5203,27.358,5.89069
Guatemala,Central Latin America,Household air pollution from solid fuels,Household air pollution,1990,1-4 years,Males,death,863.502,1471.67,480.46,0.159202,0.240758,0.0943798,136.563,232.746,75.985
Guatemala,Central Latin America,Lead exposure,Lead,1990,1-4 years,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,Central Latin America,Child and maternal undernutrition,Undernutrition,1990,1-4 years,Males,death,3149.24,4344.14,2195.78,0.583532,0.68791,0.465001,498.054,687.028,347.263
Guatemala,Central Latin America,Suboptimal breastfeeding,Suboptimal breastfeeding,1990,1-4 years,Males,death,523.354,1129.16,58.8922,0.0971106,0.200294,0.0106732,82.7687,178.577,9.31384
Guatemala,Central Latin America,Childhood underweight,Childhood underweight,1990,1-4 years,Males,death,2070.89,2861.13,1523.62,0.38406,0.45518,0.315301,327.512,452.489,240.962
Guatemala,Central Latin America,Iron deficiency,Iron deficiency,1990,1-4 years,Males,death,56.4826,92.5799,32.0198,0.0105501,0.0164037,0.00587272,8.93276,14.6416,5.06394
Guatemala,Central Latin America,Vitamin A deficiency,Vitamin A deficiency,1990,1-4 years,Males,death,563.523,961.29,246.667,0.104361,0.165492,0.0490832,89.1215,152.029,39.0105
Guatemala,Central Latin America,Zinc deficiency,Zinc deficiency,1990,1-4 years,Males,death,1168.77,2261.8,205.823,0.215561,0.383777,0.0372432,184.841,357.705,32.551
Guatemala,Central Latin America,Tobacco smoking,Smoking,1990,1-4 years,Males,death,311.664,516.824,173.806,0.0575169,0.0846974,0.035434,49.2898,81.736,27.4876
Guatemala,Central Latin America,Second-hand smoke,Second-hand smoke,1990,1-4 years,Males,death,311.664,516.824,173.806,0.0575169,0.0846974,0.035434,49.2898,81.736,27.4876
Guatemala,Central Latin America,Alcohol and drug use,Alcohol & drug use,1990,1-4 years,Males,death,8.25144,18.039,3.38884,0.00157753,0.00357322,0.000540241,1.30497,2.85287,0.535947
Guatemala,Central Latin America,Alcohol use,Alcohol use,1990,1-4 years,Males,death,4.58497,7.68223,2.68298,0.00086583,0.00145124,0.000466214,0.725115,1.21495,0.424315
Guatemala,Central Latin America,Drug use,Drug use,1990,1-4 years,Males,death,3.66647,12.4037,0.27515,0.000711705,0.00243801,4.51063e-05,0.579854,1.96166,0.0435152
Guatemala,Central Latin America,Unimproved water and sanitation,Water & sanitation,1990,5-9 years,Males,death,62.782,133.741,2.24031,0.0511422,0.105965,0.0018216,9.09902,19.3831,0.324689
Guatemala,Central Latin America,Unimproved water source,Unimproved water,1990,5-9 years,Males,death,20.3784,46.1371,1.15151,0.016608,0.0376335,0.000950357,2.95345,6.68666,0.166889
Guatemala,Central Latin America,Unimproved sanitation,Sanitation,1990,5-9 years,Males,death,45.8654,103.214,1.13073,0.0373571,0.0816626,0.000854999,6.64728,14.9588,0.163877
Guatemala,Central Latin America,Lead exposure,Lead,1990,5-9 years,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,Central Latin America,Child and maternal undernutrition,Undernutrition,1990,5-9 years,Males,death,36.0106,52.7743,23.1117,0.0293364,0.0418546,0.020125,5.21903,7.64859,3.34959
Guatemala,Central Latin America,Iron deficiency,Iron deficiency,1990,5-9 years,Males,death,36.0106,52.7743,23.1117,0.0293364,0.0418546,0.020125,5.21903,7.64859,3.34959
Guatemala,Central Latin America,Alcohol and drug use,Alcohol & drug use,1990,5-9 years,Males,death,6.59012,12.5207,3.22576,0.00536348,0.0102046,0.00269619,0.955108,1.81462,0.46751
Guatemala,Central Latin America,Alcohol use,Alcohol use,1990,5-9 years,Males,death,4.51015,7.86271,2.56381,0.00367825,0.00625687,0.00208963,0.653658,1.13954,0.371573
Guatemala,Central Latin America,Drug use,Drug use,1990,5-9 years,Males,death,2.07997,7.76217,0.144211,0.00168523,0.00630512,0.000118425,0.301451,1.12497,0.0209005
Guatemala,Central Latin America,Unimproved water and sanitation,Water & sanitation,1990,10-14 years,Males,death,25.4958,52.9629,0.851579,0.0375525,0.0778429,0.00130916,4.31018,8.95362,0.143963
Guatemala,Central Latin America,Unimproved water source,Unimproved water,1990,10-14 years,Males,death,8.27408,19.4999,0.441082,0.0121876,0.0289104,0.000677874,1.39877,3.29654,0.0745669
Guatemala,Central Latin America,Unimproved sanitation,Sanitation,1990,10-14 years,Males,death,18.6235,41.0848,0.395258,0.027431,0.0605866,0.000627431,3.14838,6.94556,0.0668202
Guatemala,Central Latin America,Lead exposure,Lead,1990,10-14 years,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,Central Latin America,Child and maternal undernutrition,Undernutrition,1990,10-14 years,Males,death,23.3088,35.6576,14.5024,0.034262,0.0508792,0.0219534,3.94045,6.02808,2.4517
Guatemala,Central Latin America,Iron deficiency,Iron deficiency,1990,10-14 years,Males,death,23.3088,35.6576,14.5024,0.034262,0.0508792,0.0219534,3.94045,6.02808,2.4517
Guatemala,Central Latin America,Alcohol and drug use,Alcohol & drug use,1990,10-14 years,Males,death,6.45074,10.7041,3.58564,0.0094722,0.0153936,0.00561213,1.09053,1.80957,0.606168
Guatemala,Central Latin America,Alcohol use,Alcohol use,1990,10-14 years,Males,death,5.50802,9.16025,3.22155,0.00809448,0.0129895,0.00477191,0.931157,1.54858,0.544618
Guatemala,Central Latin America,Drug use,Drug use,1990,10-14 years,Males,death,0.942716,2.86185,0.0986048,0.00137772,0.00423841,0.000153162,0.15937,0.483809,0.0166696
Guatemala,Central Latin America,Unimproved water and sanitation,Water & sanitation,1990,15-19 years,Males,death,15.498,33.7507,0.55572,0.0167961,0.0357267,0.000606886,3.16661,6.89607,0.113547
Guatemala,Central Latin America,Unimproved water source,Unimproved water,1990,15-19 years,Males,death,5.03147,11.4813,0.269006,0.0054538,0.0125184,0.000300975,1.02805,2.34591,0.0549642
Guatemala,Central Latin America,Unimproved sanitation,Sanitation,1990,15-19 years,Males,death,11.3203,26.4806,0.254196,0.0122664,0.0280429,0.000276177,2.313,5.4106,0.0519382
Guatemala,Central Latin America,Child and maternal undernutrition,Undernutrition,1990,15-19 years,Males,death,19.7811,29.9598,10.8545,0.0213936,0.0323554,0.0122633,4.04175,6.12149,2.21784
Guatemala,Central Latin America,Iron deficiency,Iron deficiency,1990,15-19 years,Males,death,19.7811,29.9598,10.8545,0.0213936,0.0323554,0.0122633,4.04175,6.12149,2.21784
Guatemala,Central Latin America,Alcohol and drug use,Alcohol & drug use,1990,15-19 years,Males,death,122.032,196.999,72.5888,0.13158,0.200474,0.0807049,24.934,40.2514,14.8316
Guatemala,Central Latin America,Alcohol use,Alcohol use,1990,15-19 years,Males,death,115.822,190.129,68.2906,0.124938,0.190924,0.0767773,23.6651,38.8478,13.9534
Guatemala,Central Latin America,Drug use,Drug use,1990,15-19 years,Males,death,6.52342,17.5812,1.43165,0.00698121,0.01836,0.00167407,1.33289,3.59224,0.29252
Guatemala,Central Latin America,Occupational risks,Occupational risks,1990,15-19 years,Males,death,132.424,194.825,80.6999,0.143955,0.211435,0.0867779,27.0574,39.8074,16.4889
Guatemala,Central Latin America,Occupational carcinogens,Occupational carcinogens,1990,15-19 years,Males,death,0.221358,0.390838,0.110678,0.000241487,0.000444616,0.000120491,0.0452286,0.0798574,0.0226142
Guatemala,Central Latin America,Occupational asthmagens,Occupational asthmagens,1990,15-19 years,Males,death,0.479808,1.10788,0.169161,0.000521273,0.00121109,0.000181335,0.098036,0.226367,0.0345636
Guatemala,Central Latin America,Occupational risk factors for injuries,Occupational injury,1990,15-19 years,Males,death,131.723,194.077,79.9933,0.143192,0.210517,0.0860438,26.9142,39.6546,16.3445
Guatemala,Central Latin America,Unimproved water and sanitation,Water & sanitation,1990,20-24 years,Males,death,15.282,31.981,0.600173,0.0118897,0.0254534,0.000489902,4.00081,8.3726,0.157125
Guatemala,Central Latin America,Unimproved water source,Unimproved water,1990,20-24 years,Males,death,4.95392,11.4363,0.319384,0.00385346,0.00892783,0.00024279,1.29693,2.99402,0.0836146
Guatemala,Central Latin America,Unimproved sanitation,Sanitation,1990,20-24 years,Males,death,11.1681,25.1106,0.298981,0.00868854,0.0190199,0.00022685,2.9238,6.57394,0.0782729
Guatemala,Central Latin America,Child and maternal undernutrition,Undernutrition,1990,20-24 years,Males,death,21.577,32.9843,11.9089,0.0167748,0.0263406,0.00957138,5.64885,8.63527,3.11775
Guatemala,Central Latin America,Iron deficiency,Iron deficiency,1990,20-24 years,Males,death,21.577,32.9843,11.9089,0.0167748,0.0263406,0.00957138,5.64885,8.63527,3.11775
Guatemala,Central Latin America,Alcohol and drug use,Alcohol & drug use,1990,20-24 years,Males,death,197.939,307.562,117.127,0.153471,0.234423,0.0939152,51.8203,80.5196,30.6639
Guatemala,Central Latin America,Alcohol use,Alcohol use,1990,20-24 years,Males,death,183.633,291.646,107.822,0.14251,0.219765,0.0863071,48.0751,76.3527,28.2278
Guatemala,Central Latin America,Drug use,Drug use,1990,20-24 years,Males,death,14.8562,43.7018,2.80217,0.0113889,0.0324832,0.00236999,3.88935,11.4411,0.733605
Guatemala,Central Latin America,Occupational risks,Occupational risks,1990,20-24 years,Males,death,139.127,231.298,80.0069,0.108585,0.182702,0.0605181,36.4232,60.5537,20.9457
Guatemala,Central Latin America,Occupational carcinogens,Occupational carcinogens,1990,20-24 years,Males,death,0.280963,0.503676,0.144916,0.000219886,0.000405437,0.000109657,0.0735559,0.131862,0.0379389
Guatemala,Central Latin America,Occupational asthmagens,Occupational asthmagens,1990,20-24 years,Males,death,0.74301,1.69346,0.289649,0.000579907,0.0012821,0.000218138,0.194519,0.443347,0.0758298
Guatemala,Central Latin America,Occupational risk factors for injuries,Occupational injury,1990,20-24 years,Males,death,138.103,230.275,79.1091,0.107786,0.181711,0.0598717,36.1552,60.2858,20.7107
Guatemala,Central Latin America,Unimproved water and sanitation,Water & sanitation,1990,25-29 years,Males,death,16.3505,35.3933,0.565316,0.0123218,0.0267208,0.00043957,5.3803,11.6465,0.186023
Guatemala,Central Latin America,Unimproved water source,Unimproved water,1990,25-29 years,Males,death,5.30945,12.3881,0.30902,0.00400274,0.00949281,0.000237767,1.74713,4.07641,0.101686
Guatemala,Central Latin America,Unimproved sanitation,Sanitation,1990,25-29 years,Males,death,11.942,27.4099,0.297789,0.00899803,0.0209013,0.00020939,3.92964,9.0195,0.0979904
Guatemala,Central Latin America,Ambient particulate matter pollution,Ambient PM pollution,1990,25-29 years,Males,death,10.7431,15.995,6.62501,0.00812981,0.0122812,0.00485575,3.53514,5.2633,2.18003
Guatemala,Central Latin America,Household air pollution from solid fuels,Household air pollution,1990,25-29 years,Males,death,23.9604,33.5791,16.235,0.018137,0.026569,0.0120064,7.88442,11.0495,5.3423
Guatemala,Central Latin America,Ambient ozone pollution,Ozone,1990,25-29 years,Males,death,0.175327,0.383517,0.0418906,0.000132373,0.000289122,3.02692e-05,0.0576931,0.1262,0.0137845
Guatemala,Central Latin America,Other environmental risks,Other environmental,1990,25-29 years,Males,death,3.23703,10.453,1.36182,0.00245033,0.00795254,0.00103433,1.06518,3.43965,0.44812
Guatemala,Central Latin America,Lead exposure,Lead,1990,25-29 years,Males,death,3.23703,10.453,1.36182,0.00245033,0.00795254,0.00103433,1.06518,3.43965,0.44812
Guatemala,Central Latin America,Child and maternal undernutrition,Undernutrition,1990,25-29 years,Males,death,18.0681,29.5655,9.66767,0.0136087,0.022333,0.00742419,5.9455,9.72881,3.18124
Guatemala,Central Latin America,Iron deficiency,Iron deficiency,1990,25-29 years,Males,death,18.0681,29.5655,9.66767,0.0136087,0.022333,0.00742419,5.9455,9.72881,3.18124
Guatemala,Central Latin America,Tobacco smoking,Smoking,1990,25-29 years,Males,death,1.72597,2.83804,0.871594,0.00130557,0.00217492,0.000657518,0.567946,0.933885,0.286807
Guatemala,Central Latin America,Second-hand smoke,Second-hand smoke,1990,25-29 years,Males,death,1.72597,2.83804,0.871594,0.00130557,0.00217492,0.000657518,0.567946,0.933885,0.286807
Guatemala,Central Latin America,Alcohol and drug use,Alcohol & drug use,1990,25-29 years,Males,death,222.215,340.051,136.159,0.166869,0.243043,0.108421,73.1219,111.897,44.8046
Guatemala,Central Latin America,Alcohol use,Alcohol use,1990,25-29 years,Males,death,200.459,306.521,125.048,0.150771,0.225408,0.0970514,65.963,100.864,41.1484
Guatemala,Central Latin America,Drug use,Drug use,1990,25-29 years,Males,death,22.5267,73.6208,3.89926,0.0166779,0.0530761,0.00298428,7.41262,24.2256,1.28309
Guatemala,Central Latin America,High fasting plasma glucose,High fasting plasma glucose,1990,25-29 years,Males,death,17.2405,26.4928,9.72731,0.0130378,0.0204003,0.00708958,5.67317,8.71771,3.20087
Guatemala,Central Latin America,High total cholesterol,High total cholesterol,1990,25-29 years,Males,death,4.73566,9.9617,0.251463,0.00357202,0.00770162,0.000197024,1.55831,3.278,0.0827463
Guatemala,Central Latin America,High blood pressure,High blood pressure,1990,25-29 years,Males,death,21.8966,33.4099,11.796,0.0165583,0.0259427,0.0088358,7.20528,10.9938,3.88159
Guatemala,Central Latin America,High body-mass index,High body-mass index,1990,25-29 years,Males,death,14.9742,22.0164,8.83386,0.0113167,0.0170606,0.00660985,4.92741,7.24472,2.90687
Guatemala,Central Latin America,Dietary risks,Dietary risks,1990,25-29 years,Males,death,40.6693,52.2864,31.2866,0.0307661,0.0412262,0.0232528,13.3826,17.2054,10.2952
Guatemala,Central Latin America,Diet low in fruits,Low fruit,1990,25-29 years,Males,death,20.8452,30.8776,14.1027,0.0157773,0.0242668,0.0102889,6.85931,10.1606,4.64065
Guatemala,Central Latin America,Diet low in vegetables,Low vegetables,1990,25-29 years,Males,death,6.05064,14.538,1.1361e-05,0.0045813,0.0112322,8.56304e-09,1.99102,4.78388,3.73844e-06
Guatemala,Central Latin America,Diet low in whole grains,Low whole grains,1990,25-29 years,Males,death,12.8016,17.5831,8.8386,0.00968912,0.0140796,0.00659361,4.2125,5.7859,2.90843
Guatemala,Central Latin America,Diet low in nuts and seeds,Low nuts and seeds,1990,25-29 years,Males,death,11.4947,16.8211,6.94103,0.00868551,0.0130477,0.00507197,3.78244,5.53515,2.28401
Guatemala,Central Latin America,Diet low in milk,Low milk,1990,25-29 years,Males,death,0.226283,0.525704,0.0535897,0.000171011,0.000399133,3.9638e-05,0.0744607,0.172988,0.0176342
Guatemala,Central Latin America,Diet high in red meat,High red meat,1990,25-29 years,Males,death,0.0211196,0.07405,1.76291e-05,1.59823e-05,5.68802e-05,1.42888e-08,0.00694961,0.0243669,5.80105e-06
Guatemala,Central Latin America,Diet high in processed meat,High processed meat,1990,25-29 years,Males,death,8.31896,17.8052,1.50888,0.00627902,0.0136366,0.00114182,2.73744,5.85899,0.496512
Guatemala,Central Latin America,Diet high in sugar-sweetened beverages,High sweetened beverages,1990,25-29 years,Males,death,5.60176,10.4138,3.15086,0.0042326,0.00795332,0.00231514,1.84331,3.42675,1.03682
Guatemala,Central Latin America,Diet low in fiber,Low fiber,1990,25-29 years,Males,death,2.59599,6.16049,0.00206806,0.00196868,0.00475519,1.54332e-06,0.854235,2.02717,0.000680514
Guatemala,Central Latin America,Diet low in calcium,Low calcium,1990,25-29 years,Males,death,0.296123,0.560843,0.137501,0.000224038,0.000443466,0.000102795,0.0974421,0.184551,0.0452461
Guatemala,Central Latin America,Diet low in seafood omega-3 fatty acids,Low omega-3,1990,25-29 years,Males,death,7.79944,11.4239,5.04901,0.00589717,0.00896011,0.00369562,2.56648,3.75915,1.66143
Guatemala,Central Latin America,Diet low in polyunsaturated fatty acids,Low PUFA,1990,25-29 years,Males,death,3.37864,5.82812,1.42606,0.00255662,0.00450629,0.00108639,1.11177,1.9178,0.469258
Guatemala,Central Latin America,Diet high in trans fatty acids,High trans fat,1990,25-29 years,Males,death,1.28438,2.42833,0.502803,0.000970492,0.00184933,0.000380494,0.422639,0.799066,0.165452
Guatemala,Central Latin America,Diet high in sodium,High sodium,1990,25-29 years,Males,death,5.25247,12.4706,1.98639,0.00397141,0.00923802,0.00144575,1.72838,4.10358,0.653643
Guatemala,Central Latin America,Occupational risks,Occupational risks,1990,25-29 years,Males,death,118.509,196.849,67.8223,0.0895595,0.148464,0.0512514,38.9967,64.7752,22.3176
Guatemala,Central Latin America,Occupational carcinogens,Occupational carcinogens,1990,25-29 years,Males,death,0.362675,0.614653,0.196735,0.000275066,0.00048453,0.000145727,0.119342,0.202258,0.0647374
Guatemala,Central Latin America,Occupational asthmagens,Occupational asthmagens,1990,25-29 years,Males,death,0.733349,1.57681,0.278742,0.000553519,0.00121869,0.000210991,0.241316,0.518864,0.091723
