country_name,region,risk_name,risk_short,year,age_name,sex,measure,nm_mean,nm_upper,nm_lower,pc_mean,pc_upper,pc_lower,rt_mean,rt_upper,rt_lower
Belize,Caribbean,Alcohol and drug use,Alcohol & drug use,1990,7-27 days,Males,death,0.0397367,0.0945401,0.0041838,0.00324613,0.00797176,0.000348452,19.4788,46.3432,2.05088
Belize,Caribbean,Alcohol use,Alcohol use,1990,7-27 days,Males,death,0.00186944,0.00450099,0.000523944,0.000152313,0.000363279,4.36603e-05,0.916394,2.20637,0.256835
Belize,Caribbean,Drug use,Drug use,1990,7-27 days,Males,death,0.0378673,0.0927984,0.00269297,0.00309381,0.00781842,0.000233976,18.5624,45.4894,1.32009
Belize,Caribbean,Unimproved water and sanitation,Water & sanitation,1990,28-364 days,Males,death,1.6671,3.76246,0.0748238,0.0333308,0.0725193,0.00164267,51.7252,116.738,2.32156
Belize,Caribbean,Unimproved water source,Unimproved water,1990,28-364 days,Males,death,0.597642,1.47954,0.0420937,0.0119472,0.0280792,0.000767853,18.543,45.9058,1.30604
Belize,Caribbean,Unimproved sanitation,Sanitation,1990,28-364 days,Males,death,1.1735,2.73775,0.026648,0.0234642,0.0545444,0.000576228,36.4103,84.944,0.826809
Belize,Caribbean,Ambient particulate matter pollution,Ambient PM pollution,1990,28-364 days,Males,death,0.0484429,0.190281,0.00346698,0.000964444,0.00357982,6.53915e-05,1.50304,5.90386,0.10757
Belize,Caribbean,Household air pollution from solid fuels,Household air pollution,1990,28-364 days,Males,death,4.2059,7.09805,1.9826,0.0841847,0.13831,0.0411263,130.496,220.231,61.5142
Belize,Caribbean,Child and maternal undernutrition,Undernutrition,1990,28-364 days,Males,death,18.8664,27.2737,11.5875,0.37658,0.512298,0.238265,585.369,846.22,359.524
Belize,Caribbean,Suboptimal breastfeeding,Suboptimal breastfeeding,1990,28-364 days,Males,death,13.8316,21.9546,6.98644,0.276004,0.419941,0.146778,429.152,681.186,216.768
Belize,Caribbean,Childhood underweight,Childhood underweight,1990,28-364 days,Males,death,4.04541,5.8884,2.5659,0.0807667,0.110204,0.0544083,125.517,182.699,79.6121
Belize,Caribbean,Iron deficiency,Iron deficiency,1990,28-364 days,Males,death,3.05413,5.38347,1.4701,0.0609583,0.103221,0.0305879,94.7604,167.033,45.6127
Belize,Caribbean,Vitamin A deficiency,Vitamin A deficiency,1990,28-364 days,Males,death,0.269866,0.698073,0.054403,0.00536398,0.0136415,0.0011051,8.37315,21.6591,1.68796
Belize,Caribbean,Tobacco smoking,Smoking,1990,28-364 days,Males,death,2.09225,3.24304,1.19036,0.0418152,0.0625078,0.0245358,64.9163,100.622,36.9332
Belize,Caribbean,Second-hand smoke,Second-hand smoke,1990,28-364 days,Males,death,2.09225,3.24304,1.19036,0.0418152,0.0625078,0.0245358,64.9163,100.622,36.9332
Belize,Caribbean,Alcohol and drug use,Alcohol & drug use,1990,28-364 days,Males,death,0.372467,1.09792,0.0279864,0.00738394,0.0218647,0.000622676,11.5565,34.065,0.868335
Belize,Caribbean,Alcohol use,Alcohol use,1990,28-364 days,Males,death,0.0196609,0.0382596,0.00861582,0.000395461,0.000790758,0.000175439,0.610019,1.18708,0.267323
Belize,Caribbean,Drug use,Drug use,1990,28-364 days,Males,death,0.352806,1.07952,0.009958,0.00698848,0.0214132,0.000215032,10.9465,33.4943,0.308967
Belize,Caribbean,Unimproved water and sanitation,Water & sanitation,1990,1-4 years,Males,death,0.752784,1.79748,0.0248321,0.0236213,0.0554378,0.000813191,5.72982,13.6815,0.18901
Belize,Caribbean,Unimproved water source,Unimproved water,1990,1-4 years,Males,death,0.270317,0.689168,0.0122836,0.00848889,0.0215064,0.000408486,2.05752,5.24561,0.0934967
Belize,Caribbean,Unimproved sanitation,Sanitation,1990,1-4 years,Males,death,0.529468,1.29323,0.0106542,0.0166121,0.0399517,0.000406777,4.03005,9.84344,0.0810944
Belize,Caribbean,Ambient particulate matter pollution,Ambient PM pollution,1990,1-4 years,Males,death,0.0217004,0.0878184,0.00130521,0.000676876,0.00259695,4.10427e-05,0.165173,0.668431,0.00993463
Belize,Caribbean,Household air pollution from solid fuels,Household air pollution,1990,1-4 years,Males,death,1.88278,3.50547,0.800828,0.058852,0.103336,0.0261101,14.3308,26.6819,6.09551
Belize,Caribbean,Lead exposure,Lead,1990,1-4 years,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Caribbean,Child and maternal undernutrition,Undernutrition,1990,1-4 years,Males,death,6.9128,10.8101,4.03279,0.215677,0.31351,0.129761,52.6169,82.2813,30.6956
Belize,Caribbean,Suboptimal breastfeeding,Suboptimal breastfeeding,1990,1-4 years,Males,death,0.795768,2.00014,0.0731748,0.0249865,0.0626076,0.00238675,6.05699,15.224,0.55697
Belize,Caribbean,Childhood underweight,Childhood underweight,1990,1-4 years,Males,death,1.9318,2.90188,1.15395,0.0602323,0.0854275,0.0378039,14.7039,22.0877,8.78328
Belize,Caribbean,Iron deficiency,Iron deficiency,1990,1-4 years,Males,death,2.55096,4.84159,1.15686,0.0793691,0.141952,0.0365222,19.4167,36.8518,8.80545
Belize,Caribbean,Vitamin A deficiency,Vitamin A deficiency,1990,1-4 years,Males,death,0.463976,0.972028,0.168341,0.0145421,0.0299491,0.00534295,3.53156,7.3986,1.28133
Belize,Caribbean,Zinc deficiency,Zinc deficiency,1990,1-4 years,Males,death,1.87529,3.90363,0.290549,0.0586761,0.121071,0.00924403,14.2738,29.7125,2.21152
Belize,Caribbean,Tobacco smoking,Smoking,1990,1-4 years,Males,death,0.937455,1.5947,0.474283,0.0293057,0.0483671,0.0145655,7.13545,12.1381,3.61001
Belize,Caribbean,Second-hand smoke,Second-hand smoke,1990,1-4 years,Males,death,0.937455,1.5947,0.474283,0.0293057,0.0483671,0.0145655,7.13545,12.1381,3.61001
Belize,Caribbean,Alcohol and drug use,Alcohol & drug use,1990,1-4 years,Males,death,0.235412,0.650064,0.0525079,0.00738351,0.0198632,0.00163901,1.79184,4.94797,0.399664
Belize,Caribbean,Alcohol use,Alcohol use,1990,1-4 years,Males,death,0.0401324,0.0691893,0.021371,0.0012662,0.00233141,0.000662173,0.305468,0.526635,0.162665
Belize,Caribbean,Drug use,Drug use,1990,1-4 years,Males,death,0.19528,0.611777,0.0180963,0.00611731,0.0189923,0.000604116,1.48638,4.65655,0.13774
Belize,Caribbean,Unimproved water and sanitation,Water & sanitation,1990,5-9 years,Males,death,0.094844,0.219962,0.0038227,0.0117233,0.0264499,0.000496884,0.661072,1.53316,0.0266446
Belize,Caribbean,Unimproved water source,Unimproved water,1990,5-9 years,Males,death,0.0339714,0.0855306,0.00176509,0.00419917,0.0106039,0.000233379,0.236784,0.596157,0.0123029
Belize,Caribbean,Unimproved sanitation,Sanitation,1990,5-9 years,Males,death,0.0667558,0.16179,0.00157302,0.00825164,0.019877,0.000210654,0.465294,1.1277,0.0109641
Belize,Caribbean,Lead exposure,Lead,1990,5-9 years,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Caribbean,Child and maternal undernutrition,Undernutrition,1990,5-9 years,Males,death,0.35511,0.635058,0.177903,0.043744,0.0759555,0.02198,2.47515,4.42642,1.24
Belize,Caribbean,Iron deficiency,Iron deficiency,1990,5-9 years,Males,death,0.35511,0.635058,0.177903,0.043744,0.0759555,0.02198,2.47515,4.42642,1.24
Belize,Caribbean,Alcohol and drug use,Alcohol & drug use,1990,5-9 years,Males,death,0.0691443,0.207064,0.0236305,0.00850972,0.0250963,0.00302389,0.481943,1.44326,0.164707
Belize,Caribbean,Alcohol use,Alcohol use,1990,5-9 years,Males,death,0.0234517,0.0418049,0.0123768,0.00287753,0.00492485,0.00155812,0.163461,0.291385,0.0862674
Belize,Caribbean,Drug use,Drug use,1990,5-9 years,Males,death,0.0456926,0.185119,0.00488045,0.00563219,0.0222213,0.000645118,0.318482,1.2903,0.0340172
Belize,Caribbean,Unimproved water and sanitation,Water & sanitation,1990,10-14 years,Males,death,0.0332589,0.0837351,0.00108102,0.00648294,0.0162627,0.000233623,0.296398,0.746236,0.00963387
Belize,Caribbean,Unimproved water source,Unimproved water,1990,10-14 years,Males,death,0.0119153,0.0312785,0.000588228,0.00232266,0.00602978,0.00011729,0.106187,0.27875,0.00524221
Belize,Caribbean,Unimproved sanitation,Sanitation,1990,10-14 years,Males,death,0.0234327,0.0618901,0.000629495,0.00456689,0.0118202,0.000135972,0.208829,0.551556,0.00560997
Belize,Caribbean,Lead exposure,Lead,1990,10-14 years,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Caribbean,Child and maternal undernutrition,Undernutrition,1990,10-14 years,Males,death,0.23631,0.447612,0.10842,0.0459846,0.0857503,0.0210441,2.10596,3.98906,0.966225
Belize,Caribbean,Iron deficiency,Iron deficiency,1990,10-14 years,Males,death,0.23631,0.447612,0.10842,0.0459846,0.0857503,0.0210441,2.10596,3.98906,0.966225
Belize,Caribbean,Alcohol and drug use,Alcohol & drug use,1990,10-14 years,Males,death,0.0385661,0.0830651,0.0157715,0.0075186,0.0158843,0.00307024,0.343696,0.740265,0.140554
Belize,Caribbean,Alcohol use,Alcohol use,1990,10-14 years,Males,death,0.0135619,0.0261162,0.00688691,0.00263858,0.00503963,0.00136364,0.120862,0.232744,0.0613751
Belize,Caribbean,Drug use,Drug use,1990,10-14 years,Males,death,0.0250042,0.0678199,0.00398265,0.00488002,0.0132434,0.000777225,0.222834,0.604402,0.0354928
Belize,Caribbean,Unimproved water and sanitation,Water & sanitation,1990,15-19 years,Males,death,0.0388276,0.0898778,0.00131961,0.00381149,0.00883668,0.00012011,0.37113,0.859088,0.0126134
Belize,Caribbean,Unimproved water source,Unimproved water,1990,15-19 years,Males,death,0.013865,0.0350729,0.000704721,0.00136129,0.00346585,6.26715e-05,0.132527,0.335241,0.00673601
Belize,Caribbean,Unimproved sanitation,Sanitation,1990,15-19 years,Males,death,0.0273772,0.0664397,0.000648734,0.00268734,0.00644136,6.50964e-05,0.261682,0.635057,0.00620086
Belize,Caribbean,Child and maternal undernutrition,Undernutrition,1990,15-19 years,Males,death,0.313894,0.587557,0.137089,0.0307444,0.0578074,0.0129936,3.00032,5.6161,1.31035
Belize,Caribbean,Iron deficiency,Iron deficiency,1990,15-19 years,Males,death,0.313894,0.587557,0.137089,0.0307444,0.0578074,0.0129936,3.00032,5.6161,1.31035
Belize,Caribbean,Alcohol and drug use,Alcohol & drug use,1990,15-19 years,Males,death,0.919412,1.35858,0.617116,0.089653,0.128357,0.0625534,8.78811,12.9858,5.89864
Belize,Caribbean,Alcohol use,Alcohol use,1990,15-19 years,Males,death,0.835993,1.26976,0.553092,0.0815099,0.118816,0.0563704,7.99075,12.1369,5.28668
Belize,Caribbean,Drug use,Drug use,1990,15-19 years,Males,death,0.0860321,0.232651,0.0256304,0.00839906,0.0226028,0.00249136,0.82233,2.22377,0.244985
Belize,Caribbean,Occupational risks,Occupational risks,1990,15-19 years,Males,death,0.584493,1.01364,0.307033,0.0569067,0.0962056,0.0318835,5.58681,9.68874,2.93475
Belize,Caribbean,Occupational carcinogens,Occupational carcinogens,1990,15-19 years,Males,death,0.000916676,0.00189028,0.000340321,8.99982e-05,0.000185142,3.28501e-05,0.00876196,0.018068,0.00325292
Belize,Caribbean,Occupational asthmagens,Occupational asthmagens,1990,15-19 years,Males,death,0.0100106,0.0250577,0.00296026,0.000979811,0.00243807,0.000297899,0.0956854,0.239512,0.0282953
Belize,Caribbean,Occupational risk factors for injuries,Occupational injury,1990,15-19 years,Males,death,0.573565,0.998494,0.297759,0.0558369,0.0954233,0.0308933,5.48237,9.54401,2.8461
Belize,Caribbean,Unimproved water and sanitation,Water & sanitation,1990,20-24 years,Males,death,0.0370063,0.0883337,0.00123894,0.00259406,0.00628677,8.839e-05,0.404131,0.964658,0.01353
Belize,Caribbean,Unimproved water source,Unimproved water,1990,20-24 years,Males,death,0.0132484,0.0331574,0.000602299,0.000928904,0.00234049,4.14003e-05,0.14468,0.362099,0.00657747
Belize,Caribbean,Unimproved sanitation,Sanitation,1990,20-24 years,Males,death,0.0260656,0.0645181,0.000625336,0.00182726,0.00460147,4.71814e-05,0.284652,0.704576,0.00682904
Belize,Caribbean,Child and maternal undernutrition,Undernutrition,1990,20-24 years,Males,death,0.480789,0.87733,0.219394,0.033537,0.0618516,0.0150018,5.25051,9.58098,2.39591
Belize,Caribbean,Iron deficiency,Iron deficiency,1990,20-24 years,Males,death,0.480789,0.87733,0.219394,0.033537,0.0618516,0.0150018,5.25051,9.58098,2.39591
Belize,Caribbean,Alcohol and drug use,Alcohol & drug use,1990,20-24 years,Males,death,1.41506,2.10924,0.940791,0.0980403,0.137638,0.067826,15.4533,23.0342,10.274
Belize,Caribbean,Alcohol use,Alcohol use,1990,20-24 years,Males,death,1.16544,1.82337,0.762001,0.0809313,0.120058,0.0526106,12.7273,19.9124,8.32151
Belize,Caribbean,Drug use,Drug use,1990,20-24 years,Males,death,0.266796,0.634923,0.0941043,0.0183072,0.0394604,0.00676155,2.91357,6.93374,1.02768
Belize,Caribbean,Occupational risks,Occupational risks,1990,20-24 years,Males,death,0.946898,1.64959,0.510144,0.065612,0.108712,0.0372445,10.3407,18.0145,5.57108
Belize,Caribbean,Occupational carcinogens,Occupational carcinogens,1990,20-24 years,Males,death,0.00299924,0.00660313,0.00111284,0.000210498,0.000467022,7.39161e-05,0.0327536,0.0721102,0.0121528
Belize,Caribbean,Occupational asthmagens,Occupational asthmagens,1990,20-24 years,Males,death,0.0190278,0.0522931,0.0051311,0.00132232,0.00360003,0.000364561,0.207795,0.571072,0.0560347
Belize,Caribbean,Occupational risk factors for injuries,Occupational injury,1990,20-24 years,Males,death,0.924871,1.6241,0.493963,0.0640792,0.10764,0.0361339,10.1002,17.7362,5.39437
Belize,Caribbean,Unimproved water and sanitation,Water & sanitation,1990,25-29 years,Males,death,0.0465893,0.118286,0.00136999,0.00301881,0.00791627,9.17752e-05,0.593117,1.50587,0.017441
Belize,Caribbean,Unimproved water source,Unimproved water,1990,25-29 years,Males,death,0.0166412,0.0450807,0.000713859,0.00107821,0.00310731,4.47795e-05,0.211855,0.573911,0.00908796
Belize,Caribbean,Unimproved sanitation,Sanitation,1990,25-29 years,Males,death,0.032867,0.08622,0.00065082,0.00213047,0.00581857,4.50479e-05,0.418421,1.09764,0.00828542
Belize,Caribbean,Ambient particulate matter pollution,Ambient PM pollution,1990,25-29 years,Males,death,0.0506609,0.128163,0.0111623,0.00325813,0.00834334,0.000728219,0.644951,1.63161,0.142104
Belize,Caribbean,Household air pollution from solid fuels,Household air pollution,1990,25-29 years,Males,death,0.426679,0.75425,0.206129,0.02748,0.0491308,0.0130052,5.43195,9.60216,2.62417
Belize,Caribbean,Ambient ozone pollution,Ozone,1990,25-29 years,Males,death,0.000614718,0.00227876,0.0,4.0088e-05,0.000160849,0.0,0.00782582,0.0290104,0.0
Belize,Caribbean,Other environmental risks,Other environmental,1990,25-29 years,Males,death,0.0853195,0.337948,0.0302907,0.00548102,0.0211897,0.00188973,1.08618,4.30233,0.385623
Belize,Caribbean,Lead exposure,Lead,1990,25-29 years,Males,death,0.0853195,0.337948,0.0302907,0.00548102,0.0211897,0.00188973,1.08618,4.30233,0.385623
Belize,Caribbean,Child and maternal undernutrition,Undernutrition,1990,25-29 years,Males,death,0.410985,0.814331,0.179366,0.026429,0.0501223,0.0108534,5.23215,10.367,2.28347
Belize,Caribbean,Iron deficiency,Iron deficiency,1990,25-29 years,Males,death,0.410985,0.814331,0.179366,0.026429,0.0501223,0.0108534,5.23215,10.367,2.28347
Belize,Caribbean,Tobacco smoking,Smoking,1990,25-29 years,Males,death,0.029126,0.0483983,0.01257,0.00187033,0.0032041,0.000789138,0.370796,0.616147,0.160025
Belize,Caribbean,Second-hand smoke,Second-hand smoke,1990,25-29 years,Males,death,0.029126,0.0483983,0.01257,0.00187033,0.0032041,0.000789138,0.370796,0.616147,0.160025
Belize,Caribbean,Alcohol and drug use,Alcohol & drug use,1990,25-29 years,Males,death,1.541,2.30309,1.02569,0.0982592,0.137644,0.0682982,19.6181,29.32,13.0577
Belize,Caribbean,Alcohol use,Alcohol use,1990,25-29 years,Males,death,1.26121,1.91155,0.819665,0.0808535,0.118682,0.0512299,16.0561,24.3354,10.4349
Belize,Caribbean,Drug use,Drug use,1990,25-29 years,Males,death,0.299421,0.737098,0.0946535,0.018677,0.0421101,0.00635841,3.81185,9.38381,1.20501
Belize,Caribbean,High fasting plasma glucose,High fasting plasma glucose,1990,25-29 years,Males,death,0.190581,0.380774,0.059546,0.0123294,0.0255511,0.00369905,2.42624,4.84754,0.758065
Belize,Caribbean,High total cholesterol,High total cholesterol,1990,25-29 years,Males,death,0.146889,0.29223,0.027043,0.00942752,0.0191917,0.00179668,1.87,3.72031,0.344278
Belize,Caribbean,High blood pressure,High blood pressure,1990,25-29 years,Males,death,0.746393,1.22391,0.337948,0.0480012,0.0807657,0.0206466,9.50214,15.5813,4.30233
Belize,Caribbean,High body-mass index,High body-mass index,1990,25-29 years,Males,death,0.607225,0.964225,0.359622,0.0390834,0.0628155,0.0213685,7.73043,12.2753,4.57826
Belize,Caribbean,Dietary risks,Dietary risks,1990,25-29 years,Males,death,1.12092,1.57388,0.79069,0.0721479,0.104657,0.0463532,14.2702,20.0367,10.0661
Belize,Caribbean,Diet low in fruits,Low fruit,1990,25-29 years,Males,death,0.621509,0.970979,0.3714,0.0399845,0.0648507,0.0225541,7.91227,12.3613,4.7282
Belize,Caribbean,Diet low in vegetables,Low vegetables,1990,25-29 years,Males,death,0.430482,0.750961,0.204007,0.0276644,0.0485531,0.0131951,5.48036,9.5603,2.59717
Belize,Caribbean,Diet low in whole grains,Low whole grains,1990,25-29 years,Males,death,0.317302,0.501501,0.200517,0.0204153,0.0324474,0.0121205,4.03949,6.38448,2.55273
Belize,Caribbean,Diet low in nuts and seeds,Low nuts and seeds,1990,25-29 years,Males,death,0.24906,0.41337,0.125689,0.0160371,0.0273298,0.00811197,3.17072,5.2625,1.60011
Belize,Caribbean,Diet low in milk,Low milk,1990,25-29 years,Males,death,0.00622533,0.0178017,0.000965242,0.000404884,0.00121669,5.96277e-05,0.0792531,0.226629,0.0122883
Belize,Caribbean,Diet high in red meat,High red meat,1990,25-29 years,Males,death,0.00197024,0.00645327,0.000260007,0.000127511,0.000416442,1.57792e-05,0.0250826,0.082155,0.00331008
Belize,Caribbean,Diet high in processed meat,High processed meat,1990,25-29 years,Males,death,0.0748558,0.178291,0.0113754,0.00482274,0.0122192,0.000752496,0.952971,2.26978,0.144818
Belize,Caribbean,Diet high in sugar-sweetened beverages,High sweetened beverages,1990,25-29 years,Males,death,0.154127,0.280935,0.0799923,0.0099314,0.0178704,0.00483158,1.96216,3.57652,1.01836
Belize,Caribbean,Diet low in fiber,Low fiber,1990,25-29 years,Males,death,0.112661,0.213962,0.0391543,0.00725233,0.0143605,0.00254042,1.43426,2.72389,0.498464
Belize,Caribbean,Diet low in calcium,Low calcium,1990,25-29 years,Males,death,0.0066433,0.0168137,0.00194365,0.000432602,0.00110671,0.000112426,0.0845742,0.214051,0.024744
Belize,Caribbean,Diet low in seafood omega-3 fatty acids,Low omega-3,1990,25-29 years,Males,death,0.156935,0.264476,0.0853786,0.0100941,0.0174153,0.00543377,1.9979,3.36698,1.08693
Belize,Caribbean,Diet low in polyunsaturated fatty acids,Low PUFA,1990,25-29 years,Males,death,0.0814723,0.151372,0.0306968,0.00524619,0.0102693,0.00199543,1.0372,1.92708,0.390794
Belize,Caribbean,Diet high in trans fatty acids,High trans fat,1990,25-29 years,Males,death,0.00306224,0.022221,0.0,0.000195875,0.00134316,0.0,0.0389846,0.28289,0.0
Belize,Caribbean,Diet high in sodium,High sodium,1990,25-29 years,Males,death,0.143187,0.387062,0.0466872,0.00919626,0.0246803,0.00292519,1.82288,4.92758,0.594362
Belize,Caribbean,Occupational risks,Occupational risks,1990,25-29 years,Males,death,0.887162,1.52286,0.473243,0.0564099,0.0922864,0.032397,11.2942,19.3872,6.02473
Belize,Caribbean,Occupational carcinogens,Occupational carcinogens,1990,25-29 years,Males,death,0.00422266,0.00830379,0.00166258,0.000275083,0.000571235,9.59281e-05,0.0537576,0.105713,0.0211659
Belize,Caribbean,Occupational asthmagens,Occupational asthmagens,1990,25-29 years,Males,death,0.0370539,0.0918131,0.00953174,0.00237223,0.00587111,0.000571604,0.471724,1.16885,0.121346
Belize,Caribbean,"Occupational particulate matter, gases, and fumes",Occupational particulates,1990,25-29 years,Males,death,0.0129296,0.0343827,0.00398178,0.000837394,0.00221055,0.000246153,0.164603,0.437718,0.050691
Belize,Caribbean,Occupational risk factors for injuries,Occupational injury,1990,25-29 years,Males,death,0.832956,1.45841,0.425577,0.0529252,0.0887227,0.0286344,10.6041,18.5667,5.41791
